date,id,rawContent,quotedTweet,topic,sentiment
2023-02-04 06:56:51+00:00,1.6217647072617677e+18,Koi baat nahi. Apni apni pasand hoti hai. Pehla half see of #Pathaan second half see some other film on OTT this weekend.,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/Pumes12/status/1621755598218973184', 'date': '2023-02-04T06:20:40+00:00', 'rawContent': '@iamsrk -The first half of pathaan was good but the second half disappointed. What are ur thoughts?', 'renderedContent': '@iamsrk -The first half of pathaan was good but the second half disappointed. What are ur thoughts?', 'id': 1621755598218973184, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'Pumes12', 'id': 1464604694408486917, 'displayname': 'Pranav Gokhale', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': '2021-11-27T14:39:22+00:00', 'followersCount': 1, 'friendsCount': 12, 'statusesCount': 33, 'favouritesCount': 3, 'listedCount': 0, 'mediaCount': 3, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1464604770237353986/C6LFKCiw_normal.jpg', 'profileBannerUrl': None, 'label': None, 'description': '', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/Pumes12'}, 'replyCount': 34, 'retweetCount': 2, 'likeCount': 16, 'quoteCount': 3, 'conversationId': 1621755598218973184, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 809288, 'vibe': None, 'content': '@iamsrk -The first half of pathaan was good but the second half disappointed. What are ur thoughts?', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'Pumes12'}",Watching movies on the weekend,Neutral
,,,,Loving Ladies ,Positive
,,,,Taking painkillers ,Frustration
,,,,Employment ,Negative
,,,,Madness,Positive
,,,,Going to the movies,Neutral
,,,,Pizza ,Positive
,,,,Journey ,Important
2023-02-04 06:41:34+00:00,1.62176085836288e+18,She was very happy. The whole family is very happy for me.,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/PanavSrivastava/status/1621754594618671104', 'date': '2023-02-04T06:16:40+00:00', 'rawContent': ""@iamsrk #AskSRK what's your wife reaction after watching your pathaan movie......?\nSir pls reply bhot time se apko tweet kr rha hoon aaj pls kr do reply........"", 'renderedContent': ""@iamsrk #AskSRK what's your wife reaction after watching your pathaan movie......?\nSir pls reply bhot time se apko tweet kr rha hoon aaj pls kr do reply........"", 'id': 1621754594618671104, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'PanavSrivastava', 'id': 1496094435108556804, 'displayname': 'Panav Srivastava', 'rawDescription': ""“Ask yourself, ‘How long am I going to work to make my dreams come true?’ I suggest you answer, ‘As long as it takes.''"", 'renderedDescription': ""“Ask yourself, ‘How long am I going to work to make my dreams come true?’ I suggest you answer, ‘As long as it takes.''"", 'descriptionLinks': None, 'verified': False, 'created': '2022-02-22T12:08:27+00:00', 'followersCount': 10, 'friendsCount': 125, 'statusesCount': 117, 'favouritesCount': 380, 'listedCount': 0, 'mediaCount': 62, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1638535217563721728/hqOnx_dp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1496094435108556804/1678857064', 'label': None, 'description': ""“Ask yourself, ‘How long am I going to work to make my dreams come true?’ I suggest you answer, ‘As long as it takes.''"", 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/PanavSrivastava'}, 'replyCount': 5, 'retweetCount': 12, 'likeCount': 67, 'quoteCount': 3, 'conversationId': 1621754594618671104, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': ['AskSRK'], 'cashtags': None, 'card': None, 'viewCount': 290388, 'vibe': None, 'content': ""@iamsrk #AskSRK what's your wife reaction after watching your pathaan movie......?\nSir pls reply bhot time se apko tweet kr rha hoon aaj pls kr do reply........"", 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'PanavSrivastava'}",Family ,Happy
,,,,milk ,positive
,,,,Socializing and appreciation ,Positive
2023-02-04 06:35:41+00:00,1.6217593781258895e+18,Yes he is too sweet and Masha Allah healthy,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/BadassSRKian/status/1621754106976288768', 'date': '2023-02-04T06:14:44+00:00', 'rawContent': '@iamsrk Met with @Atlee_dir &amp; @priyaatlee new baby?\n\n#AskSRK', 'renderedContent': '@iamsrk Met with @Atlee_dir &amp; @priyaatlee new baby?\n\n#AskSRK', 'id': 1621754106976288768, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'BadassSRKian', 'id': 3660342865, 'displayname': 'Swagat Das', 'rawDescription': '24 years old and counting…', 'renderedDescription': '24 years old and counting…', 'descriptionLinks': None, 'verified': False, 'created': '2015-09-23T14:14:00+00:00', 'followersCount': 471, 'friendsCount': 778, 'statusesCount': 45512, 'favouritesCount': 52723, 'listedCount': 18, 'mediaCount': 1032, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1632635896821587969/eMBfSjI2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3660342865/1644964381', 'label': None, 'description': '24 years old and counting…', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/BadassSRKian'}, 'replyCount': 3, 'retweetCount': 9, 'likeCount': 48, 'quoteCount': 2, 'conversationId': 1621754106976288768, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'Atlee_dir', 'id': 65700979, 'displayname': 'atlee', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/Atlee_dir'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'priyaatlee', 'id': 4357867651, 'displayname': 'Priya Mohan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/priyaatlee'}], 'coordinates': None, 'place': None, 'hashtags': ['AskSRK'], 'cashtags': None, 'card': None, 'viewCount': 312026, 'vibe': None, 'content': '@iamsrk Met with @Atlee_dir &amp; @priyaatlee new baby?\n\n#AskSRK', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'BadassSRKian'}",Health ,Positive
,,,,Shampoo,Neutral
,,,,Work ,Positive
,,,,Not applicable ,Positive
,,,,Going to bed ,Determination
2023-02-04 06:29:50+00:00,1.6217579060216627e+18,ZindaHaiATBB,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/saptar_shi/status/1621753822073995264', 'date': '2023-02-04T06:13:36+00:00', 'rawContent': 'Sir apka Bank account ka password de do please @iamsrk #AskSRK', 'renderedContent': 'Sir apka Bank account ka password de do please @iamsrk #AskSRK', 'id': 1621753822073995264, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'saptar_shi', 'id': 1382346220253765642, 'displayname': 'Saptar.__.shi', 'rawDescription': 'An original is always better than a copy', 'renderedDescription': 'An original is always better than a copy', 'descriptionLinks': None, 'verified': False, 'created': '2021-04-14T14:53:36+00:00', 'followersCount': 10, 'friendsCount': 28, 'statusesCount': 30, 'favouritesCount': 840, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1530460693991804928/Wol2mt_D_normal.jpg', 'profileBannerUrl': None, 'label': None, 'description': 'An original is always better than a copy', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/saptar_shi'}, 'replyCount': 13, 'retweetCount': 6, 'likeCount': 44, 'quoteCount': 3, 'conversationId': 1621753822073995264, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': ['AskSRK'], 'cashtags': None, 'card': None, 'viewCount': 470575, 'vibe': None, 'content': 'Sir apka Bank account ka password de do please @iamsrk #AskSRK', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'saptar_shi'}",Zindahaiatbb,Neutral
,,,,"Pride for one""s son ",Positive
2023-02-04 06:27:43+00:00,1.62175737571063e+18,Dance with your wife on Jhoome jo #Pathaan,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/iamdrishtant/status/1621753811298836486', 'date': '2023-02-04T06:13:33+00:00', 'rawContent': '#AskSRK sir get married.. going PATHAAN today with my wife n family ❤️ any tips while watching PATHAAN @iamsrk', 'renderedContent': '#AskSRK sir get married.. going PATHAAN today with my wife n family ❤️ any tips while watching PATHAAN @iamsrk', 'id': 1621753811298836486, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'iamdrishtant', 'id': 112400176, 'displayname': 'Drishtant Mishra', 'rawDescription': 'Countries visited-🇪🇺🇨🇭🇫🇷 🇧🇪 🇳🇱 Here for @iamsrk , MahadevBhakt 🙏 ❤️ Netflix and chill. Worked for RCE now for GKD - Fan Account', 'renderedDescription': 'Countries visited-🇪🇺🇨🇭🇫🇷 🇧🇪 🇳🇱 Here for @iamsrk , MahadevBhakt 🙏 ❤️ Netflix and chill. Worked for RCE now for GKD - Fan Account', 'descriptionLinks': None, 'verified': False, 'created': '2010-02-08T10:47:56+00:00', 'followersCount': 719, 'friendsCount': 337, 'statusesCount': 56820, 'favouritesCount': 54432, 'listedCount': 19, 'mediaCount': 1182, 'location': 'Jaipur, India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1515604252357705729/d3znl1UT_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/112400176/1536409790', 'label': None, 'description': 'Countries visited-🇪🇺🇨🇭🇫🇷 🇧🇪 🇳🇱 Here for @iamsrk , MahadevBhakt 🙏 ❤️ Netflix and chill. Worked for RCE now for GKD - Fan Account', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamdrishtant'}, 'replyCount': 15, 'retweetCount': 28, 'likeCount': 101, 'quoteCount': 4, 'conversationId': 1621753811298836486, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': ['AskSRK'], 'cashtags': None, 'card': None, 'viewCount': 261121, 'vibe': None, 'content': '#AskSRK sir get married.. going PATHAAN today with my wife n family ❤️ any tips while watching PATHAAN @iamsrk', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'iamdrishtant'}",dancing,positive
,,,,Raju Raju and Abhijaat ,undefined
,,,,Learning a new language. ,Positive.
2023-02-04 06:23:56+00:00,1.6217564222740562e+18,Oh God yours is growing even faster than my 9 year old!!! Tell him summer holidays mein shaadi hogi ( 20 saal baad ) then think of the name.,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/jainnidhi11/status/1621753439339560960', 'date': '2023-02-04T06:12:05+00:00', 'rawContent': '@iamsrk #asksrk my 7 year old son wnats to name his son Shahrukh Khan. What do you say??', 'renderedContent': '@iamsrk #asksrk my 7 year old son wnats to name his son Shahrukh Khan. What do you say??', 'id': 1621753439339560960, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'jainnidhi11', 'id': 102292304, 'displayname': 'Nidhi jain', 'rawDescription': 'Avid reader, passionate dancer, pathetic singer', 'renderedDescription': 'Avid reader, passionate dancer, pathetic singer', 'descriptionLinks': None, 'verified': False, 'created': '2010-01-06T06:22:14+00:00', 'followersCount': 37, 'friendsCount': 28, 'statusesCount': 72, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 5, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1043063237959409665/JIGQFRPc_normal.jpg', 'profileBannerUrl': None, 'label': None, 'description': 'Avid reader, passionate dancer, pathetic singer', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/jainnidhi11'}, 'replyCount': 8, 'retweetCount': 14, 'likeCount': 76, 'quoteCount': 3, 'conversationId': 1621753439339560960, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': ['asksrk'], 'cashtags': None, 'card': None, 'viewCount': 295340, 'vibe': None, 'content': '@iamsrk #asksrk my 7 year old son wnats to name his son Shahrukh Khan. What do you say??', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'jainnidhi11'}",Getting married,Apprehension
,,,,Watching a movie ,Positive
,,,,Share market,Uncertain
,,,,Indians ,Positive
,,,,Holfat Pathaan,Positive
,,,,Film,Liked
,,,,Currency Converter,Positive
,,,,Prayer,Gratitude
,,,,Menu Card Designing ,Neutral
,,,,Feeling ,Negative
,,,,Working late ,Humor
2023-02-03 03:25:09+00:00,1.621349041094406e+18,You are always too kind my friend. Let us meet up sooner than soon!! Bless you,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/paulocoelho/status/1621093765216894976', 'date': '2023-02-02T10:30:46+00:00', 'rawContent': 'King. Legend . Friend. But above all \nGREAT ACTOR \n( for those who don’t know him in the West, I strongly suggest “My name is Khan- and I am not a terrorist”)', 'renderedContent': 'King. Legend . Friend. But above all \nGREAT ACTOR \n( for those who don’t know him in the West, I strongly suggest “My name is Khan- and I am not a terrorist”)', 'id': 1621093765216894976, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'paulocoelho', 'id': 5520952, 'displayname': 'Paulo Coelho', 'rawDescription': 'I delete tweets', 'renderedDescription': 'I delete tweets', 'descriptionLinks': None, 'verified': True, 'created': '2007-04-26T07:32:00+00:00', 'followersCount': 15273260, 'friendsCount': 323, 'statusesCount': 36429, 'favouritesCount': 73434, 'listedCount': 39230, 'mediaCount': 5185, 'location': '', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'santjordi-asociados.com', 'url': 'https://santjordi-asociados.com/', 'tcourl': 'https://t.co/gCfGcJhU6c', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1405585501256667136/n6qrOVGo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/5520952/1614009355', 'label': None, 'description': 'I delete tweets', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/gCfGcJhU6c', 'linkUrl': 'https://santjordi-asociados.com/', 'url': 'https://twitter.com/paulocoelho'}, 'replyCount': 592, 'retweetCount': 6688, 'likeCount': 44361, 'quoteCount': 440, 'conversationId': 1621093765216894976, 'lang': 'en', 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'sourceUrl': 'http://twitter.com/#!/download/ipad', 'sourceLabel': 'Twitter for iPad', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': {'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/iamsrk/status/1619766774769258496', 'date': '2023-01-29T18:37:47+00:00', 'rawContent': 'Mehmaan Nawaazi Pathaan ke ghar par… Thank u all my Mehmaans for making my Sunday so full of love. Grateful. Happy. Loved. https://t.co/ivfpK07Vus', 'renderedContent': 'Mehmaan Nawaazi Pathaan ke ghar par… Thank u all my Mehmaans for making my Sunday so full of love. Grateful. Happy. Loved. https://t.co/ivfpK07Vus', 'id': 1619766774769258496, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': True, 'created': '2010-01-02T20:55:43+00:00', 'followersCount': 43385603, 'friendsCount': 74, 'statusesCount': 58915, 'favouritesCount': 35, 'listedCount': 28079, 'mediaCount': 1530, 'location': '', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'twitter.com/iamsrk', 'url': 'https://twitter.com/iamsrk', 'tcourl': 'https://t.co/NJY7giyFC0', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1318511011117199362/htNsviXp_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/101311381/1454256204', 'label': None, 'description': '', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/NJY7giyFC0', 'linkUrl': 'https://twitter.com/iamsrk', 'url': 'https://twitter.com/iamsrk'}, 'replyCount': 4535, 'retweetCount': 16777, 'likeCount': 144110, 'quoteCount': 1020, 'conversationId': 1619766774769258496, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'links': None, 'media': [{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1619766727834992641/pu/img/FnGqsRH3heP0v7Zp.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/ext_tw_video/1619766727834992641/pu/vid/636x360/ppCo5wxBAi-yMukt.mp4?tag=12', 'contentType': 'video/mp4', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/ext_tw_video/1619766727834992641/pu/vid/848x480/lR5E9VkhrDNY-5ao.mp4?tag=12', 'contentType': 'video/mp4', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/ext_tw_video/1619766727834992641/pu/pl/pqARivoOtd-7pLIc.m3u8?tag=12&container=fmp4', 'contentType': 'application/x-mpegURL', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/ext_tw_video/1619766727834992641/pu/vid/476x270/gFvIzLeRGvKAVp8y.mp4?tag=12', 'contentType': 'video/mp4', 'bitrate': 256000}], 'duration': 13.92, 'views': 2626100, 'altText': None}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 6977543, 'vibe': None, 'content': 'Mehmaan Nawaazi Pathaan ke ghar par… Thank u all my Mehmaans for making my Sunday so full of love. Grateful. Happy. Loved. https://t.co/ivfpK07Vus', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'iamsrk'}, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 5758818, 'vibe': None, 'content': 'King. Legend . Friend. But above all \nGREAT ACTOR \n( for those who don’t know him in the West, I strongly suggest “My name is Khan- and I am not a terrorist”)', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'paulocoelho'}",Meeting a friend,Positive
,,,,Watching movies.,undefined
2023-01-28 10:36:46+00:00,1.619283335402115e+18,Maine socha Sher interview nahi karte toh iss baar main bhi nahi karunga!!! Bas Jungle mein aakar dekh lo. #Pathaan,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/mubin4srk/status/1619282416396533761', 'date': '2023-01-28T10:33:07+00:00', 'rawContent': '#AskSRK @iamsrk without any domestic promotion,no pre release interaction ke baawajood bhi #pathaan itna roar kar rahii hai #BoxOfficeCollection .', 'renderedContent': '#AskSRK @iamsrk without any domestic promotion,no pre release interaction ke baawajood bhi #pathaan itna roar kar rahii hai #BoxOfficeCollection .', 'id': 1619282416396533761, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'mubin4srk', 'id': 1183462325262508032, 'displayname': 'mubin 555', 'rawDescription': 'Mubin\nSalman khan&\nShah Rukh Khan ❤️', 'renderedDescription': 'Mubin\nSalman khan&\nShah Rukh Khan ❤️', 'descriptionLinks': None, 'verified': False, 'created': '2019-10-13T19:19:50+00:00', 'followersCount': 38, 'friendsCount': 96, 'statusesCount': 1022, 'favouritesCount': 1261, 'listedCount': 0, 'mediaCount': 41, 'location': ' India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1490391397395943424/ukm-SlNE_normal.jpg', 'profileBannerUrl': None, 'label': None, 'description': 'Mubin\nSalman khan&\nShah Rukh Khan ❤️', 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/mubin4srk'}, 'replyCount': 24, 'retweetCount': 50, 'likeCount': 300, 'quoteCount': 6, 'conversationId': 1619282416396533761, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'links': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': [{'_type': 'snscrape.modules.twitter.User', 'username': 'iamsrk', 'id': 101311381, 'displayname': 'Shah Rukh Khan', 'rawDescription': None, 'renderedDescription': None, 'descriptionLinks': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'link': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'description': None, 'descriptionUrls': None, 'linkTcourl': None, 'linkUrl': None, 'url': 'https://twitter.com/iamsrk'}], 'coordinates': None, 'place': None, 'hashtags': ['AskSRK', 'pathaan', 'BoxOfficeCollection'], 'cashtags': None, 'card': None, 'viewCount': 1524031, 'vibe': None, 'content': '#AskSRK @iamsrk without any domestic promotion,no pre release interaction ke baawajood bhi #pathaan itna roar kar rahii hai #BoxOfficeCollection .', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'mubin4srk'}",Interviews,Unwillingness
,,,,kindness ,positive
