date,id,rawContent,quotedTweet,topic,sentiment
2023-03-19 17:40:55+00:00,1637509467372650496,@ChrisJBakke Even the mighty can fall if leadership makes bad decisions. Hard to believe these days that Apple was months from bankruptcy before Jobs returned.,,Leadership,Neutral
2023-03-19 12:07:36+00:00,1637425587294818306,@EndWokeness Even my coffee!?,,Coffee ,Neutral
2023-03-19 11:48:18+00:00,1637420728743088130,press@twitter.com now auto responds with 💩,,Press Twitter ,Neutral
2023-03-19 11:05:41+00:00,1637410004822097921,@cb_doge Aliens never sleep 🛸,,Aliens; Sentiment,undefined
2023-03-19 10:45:00+00:00,1637404798126358528,@cb_doge @McDonalds 💯,,Fast food,Neutral
2023-03-19 10:32:27+00:00,1637401642323660800,@GraduatedBen Incandescent bulbs are fine and will not destroy the environment. Mandate heat pumps instead of basic AC for heating/cooling. That will actually matter.,,Heat pumps,Neutral
2023-03-19 10:27:36+00:00,1637400420480868353,@WholeMarsBlog 😞,,Sentiment - Positive,undefined
2023-03-19 10:26:19+00:00,1637400097087471616,@BillyM2k @unusual_whales 😳,,Whales ,Neutral
2023-03-19 09:20:47+00:00,1637383607802114049,@RandPaul The forever war,, Forever War ,Negative
2023-03-19 08:33:05+00:00,1637371603561398276,@tegmark Maximum truth-seeking is my best guess for AI safety,,AI Safety ,Neutral
2023-03-19 08:20:30+00:00,1637368434815115267,@Kristennetten We’re close to using NNs all the way from image-space to vector-space to control,,Image Space Vector Space Control ,Neutral
2023-03-19 05:58:31+00:00,1637332702306156545,@KimDotcom 🕰️,,Kim Dotcom,Neutral
2023-03-19 05:55:01+00:00,1637331821439463425,en tro py … en tro py … no escaping that for me,,Escaping ,Neutral
2023-03-18 23:40:18+00:00,1637237522047590401,@EMostaque Agreed,,Agreement ,Positive
2023-03-18 23:31:48+00:00,1637235385070678017,"This platform is growing fast! 

Just exceeded 8 billion user-minutes per day … of the most influential, smartest people on Earth 😉",,Social media platform ,Positive
2023-03-18 22:00:24+00:00,1637212381129453569,@KnowledgeArchiv Cause he was being a big baby,, KnowledgeArchive,Neutral
2023-03-18 21:40:05+00:00,1637207268088266756,@Scobleizer @LiveSimulator Now ask it “why did the pervert cross the road?”,,Usage of a life simulator ,Neutral
2023-03-18 21:35:59+00:00,1637206236067184640,@Scobleizer Banks is the best sci-fi writer,,Banks ,Neutral
2023-03-18 21:27:22+00:00,1637204069226881024,@BillAckman @Twitter Good idea,,Good Idea,Positive
2023-03-18 21:23:40+00:00,1637203137348902912,"@catturd2 Soros figured out a clever arbitrage opportunity: 

The many small political contests, such as DAs &amp; judges, have much higher impact per dollar spent than the big races, so it is far easier to sway the outcome.",,Political Campaign Financing,Neutral
2023-03-18 21:19:55+00:00,1637202195408908288,"@POTUS @CommunityNotes I certainly agree that everyone should pay taxes and not engage in elaborate tax-avoidance schemes. 

Would be curious to hear how these other “billionaires” are so good at avoiding taxes!

We should get rid of GRATs, but maybe other things too.",,Tax avoidance ,Neutral
2023-03-18 21:16:54+00:00,1637201434637750278,"@itsjustcornbro Any true human can get verified. It’s only $7/month if bought annually via web (without App Store 30% premium).

Yes, non-advertising revenue sources are important, so that this platform is not overly reliant on the whims of corporate America, but having a large number of…",,Ad revenue sources for social media platforms,Neutral
2023-03-18 21:06:00+00:00,1637198692510756878,@zerohedge This is a serious risk,,Risk ,Negative
2023-03-18 21:05:13+00:00,1637198494199848960,@BillyM2k Yay ♥️♥️♥️ !!!,,Positive emotion ,Positive
2023-03-18 21:04:43+00:00,1637198368714772486,"In the coming weeks, Twitter will prioritize replies by:

1. People you follow
2. Verified accounts
3. Unverified accounts

Verified accounts are 1000X harder to game by bot &amp; troll armies.

There is great wisdom to the old saying: “You get what you pay for.”",,"Twitter""s policies",Neutral
2023-03-18 20:46:26+00:00,1637193767697408001,"@POTUS I paid 53% taxes on my Tesla stock options (40% Federal &amp; 13% state), so I must be lifting the average!

I also paid more income tax than anyone ever in the history of Earth for 2021 and will do that again in 2022.

@CommunityNotes, is the 3% number cited above accurate?",,Taxation ,Neutral
2023-03-18 20:31:08+00:00,1637189916906909698,@EMostaque Concerning,,Emostaque ,Neutral
2023-03-18 20:20:41+00:00,1637187285904166913,@DrJimFan Lame,,Dr. Jim ,Negative
2023-03-18 18:28:49+00:00,1637159133471277063,@ggreenwald Interesting,,Glenn Greenwald,Neutral
2023-03-18 18:14:09+00:00,1637155444887101440,@BillyM2k @BBCWorld 🤣,,BBC World,Neutral
2023-03-18 11:42:44+00:00,1637056939405242369,@DrJimFan Bring it,,Drjimfan,Neutral
2023-03-18 11:28:05+00:00,1637053254285631489,@catturd2 Retirement age in France is too low. That’s a legit issue.,,Retirement age in France ,Neutral
2023-03-18 11:25:45+00:00,1637052668991401987,Very important thread,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/mtaibbi/status/1636729166631432195', 'date': '2023-03-17T14:00:16+00:00', 'rawContent': '1.TWITTER FILES #19\nThe Great Covid-19 Lie Machine\nStanford, the Virality Project, and the Censorship of “True Stories” https://t.co/v41dyC26ZR', 'renderedContent': '1.TWITTER FILES #19\nThe Great Covid-19 Lie Machine\nStanford, the Virality Project, and the Censorship of “True Stories” https://t.co/v41dyC26ZR', 'id': 1636729166631432195, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'mtaibbi', 'id': 38271276, 'displayname': 'Matt Taibbi', 'rawDescription': 'Author of GRIFTOPIA, THE DIVIDE, THE BUSINESS SECRETS OF DRUG DEALING, and HATE INC. https://t.co/e3keZ23KNC', 'renderedDescription': 'Author of GRIFTOPIA, THE DIVIDE, THE BUSINESS SECRETS OF DRUG DEALING, and HATE INC. racket.news', 'descriptionLinks': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'racket.news', 'url': 'http://www.racket.news', 'tcourl': 'https://t.co/e3keZ23KNC', 'indices': [85, 108]}], 'verified': True, 'created': '2009-05-06T20:41:55+00:00', 'followersCount': 1867844, 'friendsCount': 4103, 'statusesCount': 26318, 'favouritesCount': 1909, 'listedCount': 13357, 'mediaCount': 1156, 'location': 'New Jersey, USA', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'taibbi.substack.com', 'url': 'http://taibbi.substack.com', 'tcourl': 'https://t.co/I7ld6ZAti9', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1603844439226650663/UfW1lmpB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/38271276/1619220153', 'label': None, 'description': 'Author of GRIFTOPIA, THE DIVIDE, THE BUSINESS SECRETS OF DRUG DEALING, and HATE INC. racket.news', 'descriptionUrls': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'racket.news', 'url': 'http://www.racket.news', 'tcourl': 'https://t.co/e3keZ23KNC', 'indices': [85, 108]}], 'linkTcourl': 'https://t.co/I7ld6ZAti9', 'linkUrl': 'http://taibbi.substack.com', 'url': 'https://twitter.com/mtaibbi'}, 'replyCount': 3367, 'retweetCount': 39950, 'likeCount': 82838, 'quoteCount': 5188, 'conversationId': 1636729166631432195, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': None, 'media': [{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FrbM5xTXwAEB5aL?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FrbM5xTXwAEB5aL?format=jpg&name=orig', 'altText': None}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 41993600, 'vibe': None, 'content': '1.TWITTER FILES #19\nThe Great Covid-19 Lie Machine\nStanford, the Virality Project, and the Censorship of “True Stories” https://t.co/v41dyC26ZR', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'mtaibbi'}",Important thread ,Neutral
2023-03-18 11:21:13+00:00,1637051525670264834,"@thevivafrei If this happens, Trump will be re-elected in a landslide victory",,Presidential election,Neutral
2023-03-18 11:03:30+00:00,1637047069545209856,@KimDotcom France seems to love having a good strike/riot from time to time,,"France""s strike",Neutral
2023-03-18 10:34:40+00:00,1637039810488483841,Engineering is true magic,,Engineering ,Positive
2023-03-18 09:33:55+00:00,1637024521633890305,"@paulg FDIC needs to change to unlimited coverage to stop bank runs and Treasury needs to stop issuing ridiculously high yield bills, such that it makes no sense to have money in a low interest rate bank “savings” account. Right now.",,Changing FDIC Insurance Coverage and Treasury Practices,Neutral
2023-03-18 04:38:07+00:00,1636950080979714050,"@farzyness “Once again, we are confidently wrong” – The Fed",,Confidence,Neutral
2023-03-18 04:34:29+00:00,1636949170413084673,@BillyM2k @WatcherGuru Yeah!!,,General ,Positive
2023-03-18 04:31:05+00:00,1636948315072876544,@SigmaTechRBLX So many times lol sweet dreams 🛌,,Social media interactions ,Positive
2023-03-18 04:29:09+00:00,1636947824838336512,@MuskUniversity I keep agreeing with this guy!,,Muskuniversity ,Positive
2023-03-18 04:28:10+00:00,1636947580436332545,@0xgaut This goes hard,,Going hard ,Neutral
2023-03-18 04:26:52+00:00,1636947253716811778,@fadde @ZubyMusic SFO seems good,,San Francisco; Sentiment,undefined
2023-03-18 04:26:14+00:00,1636947092827406339,@fadde @ZubyMusic True of many US airports (sigh),,Airports ,Neutral
2023-03-18 04:24:44+00:00,1636946714912251904,"@HistoryInPics Some bots are good, but yes",,historyinpics bots ,Positive
2023-03-18 03:14:00+00:00,1636928914357362688,@blader Me too,,blader,Neutral
2023-03-18 03:13:13+00:00,1636928718173003776,@all_in_tok @DavidSacks The Fed is operating with way too much latency in their data. Rates need to drop immediately.,,Operating Data Rates ,Negative
2023-03-18 02:57:52+00:00,1636924855907155968,@TitterDaily Good point,,Good point,Positive
2023-03-18 02:56:50+00:00,1636924593255628800,@KimDotcom Happy St Patrick’s Day! 🍀,,"St. Patrick""s Day",Positive
2023-03-18 02:51:46+00:00,1636923319948648450,@WowTerrifying Wow!,,Fear and shock,Neutral
2023-03-18 02:49:39+00:00,1636922788219961344,@EnronChairman Nice,,Enron Chairman ,Positive
2023-03-18 02:48:46+00:00,1636922563933659137,@isabelleboemeke @TrungTPhan !,,Isabelle Boemeke and Trung Tphan ,undefined
2023-03-18 02:47:59+00:00,1636922364972630016,@ZubyMusic @JTAZUSA Turn the other cheek,,"zubymusic, jtazusa ",undefined
2023-03-18 02:42:03+00:00,1636920873474048000,@Teslaconomics Fate 🖤 Irony,,Tesla economics,Neutral
2023-03-18 02:41:04+00:00,1636920624785260545,@BillyM2k Are the police in SF actually allowed to reduce crime?,,Police ,Positive
2023-03-18 02:37:51+00:00,1636919818443173889,@BillyM2k So maybe having police &amp; arresting criminals wasn’t such a bad idea after all,,Police Arresting Criminals,Neutral
2023-03-18 01:44:16+00:00,1636906332870549504,"@BillyM2k @WatcherGuru Warren G
 https://t.co/mkFb6rh7JC",,Warren G,Neutral
2023-03-18 01:38:35+00:00,1636904903145664513,"@BillyM2k @APompliano Yeah, it’s bizarre!",,criticism of bizarre behaviour,negative
2023-03-18 01:35:38+00:00,1636904158241476608,Of Course I Still Love You,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/SpaceX/status/1636813682423533568', 'date': '2023-03-17T19:36:07+00:00', 'rawContent': 'Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/8k4vdF5e1u', 'renderedContent': 'Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/8k4vdF5e1u', 'id': 1636813682423533568, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'SpaceX', 'id': 34743251, 'displayname': 'SpaceX', 'rawDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'renderedDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionLinks': None, 'verified': True, 'created': '2009-04-23T21:53:30+00:00', 'followersCount': 28683331, 'friendsCount': 100, 'statusesCount': 6739, 'favouritesCount': 410, 'listedCount': 39405, 'mediaCount': 2275, 'location': 'Hawthorne, CA', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'spacex.com', 'url': 'http://www.spacex.com', 'tcourl': 'https://t.co/h50T0bSAeC', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/34743251/1677862631', 'label': None, 'description': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/h50T0bSAeC', 'linkUrl': 'http://www.spacex.com', 'url': 'https://twitter.com/SpaceX'}, 'replyCount': 490, 'retweetCount': 2109, 'likeCount': 16360, 'quoteCount': 208, 'conversationId': 1636813682423533568, 'lang': 'en', 'source': '<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>', 'sourceUrl': 'https://www.twitter.com/', 'sourceLabel': 'Twitter Media Studio - LiveCut', 'links': None, 'media': [{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/amplify_video_thumb/1636813614438051841/img/0e--6AjqLuyoUreQ.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/amplify_video/1636813614438051841/vid/640x360/60hl4V0UaQjaD3bb.mp4?tag=14', 'contentType': 'video/mp4', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/amplify_video/1636813614438051841/vid/1280x720/xyTFzkpuVPalAHm4.mp4?tag=14', 'contentType': 'video/mp4', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/amplify_video/1636813614438051841/vid/480x270/mDJAJyr1R7rjRALM.mp4?tag=14', 'contentType': 'video/mp4', 'bitrate': 288000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'url': 'https://video.twimg.com/amplify_video/1636813614438051841/pl/EWshh8wfw8BtmTYa.m3u8?tag=14&container=fmp4', 'contentType': 'application/x-mpegURL', 'bitrate': None}], 'duration': 21.36, 'views': 3720984, 'altText': None}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 24220046, 'vibe': None, 'content': 'Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/8k4vdF5e1u', 'outlinks': [], 'outlinksss': '', 'tcooutlinks': [], 'tcooutlinksss': '', 'username': 'SpaceX'}",Love ,Positive
2023-03-18 01:29:25+00:00,1636902595687067650,"@TrungTPhan At the risk of sounding insane, there is the option of drinking normal water",,Drinking normal water,Neutral
2023-03-18 01:14:41+00:00,1636898888287236099,"In the months ahead, we will use AI to detect &amp; highlight manipulation of public opinion on this platform.

Let’s see what the psy ops cat drags in …",,Use of artificial intelligence to detect and highlight manipulation of public opinion.,undefined
2023-03-18 01:08:23+00:00,1636897299837198337,@cb_doge @dvorahfr True,,None ,Neutral
2023-03-18 01:04:55+00:00,1636896431276474369,"@KanekoaTheGreat Unless I’m missing something, this appears to support the argument that there is political bias in the justice system.

That is not to presume a guilty verdict or prison, but not bringing this to court at all is hard to explain.

@CommunityNotes",,Political bias in the justice system ,Neutral
2023-03-18 00:56:33+00:00,1636894324137885696,@NateSilver538 Slightly surprised by this result,,Result,Neutral
2023-03-18 00:52:38+00:00,1636893338786750464,@GayerGus I was repeatedly told that we were just following the law in Brazil. Is this not the case?,,Brazil case,Neutral
2023-03-18 00:46:33+00:00,1636891805466722304,Congrats to @SpaceX team for launching 2 rockets within 4 hours! https://t.co/kT5T01lxjt,,SpaceX team launching rockets,Positive
2023-03-18 00:38:32+00:00,1636889789470326785,Peace was never an option https://t.co/XgdgGeFcNy,,Peace ,Neutral
2023-03-18 00:37:19+00:00,1636889482921123846,Archangel-12 https://t.co/8pTabi9481,,Archangel ,Neutral
2023-03-18 00:32:23+00:00,1636888242950742018,@Grimezsz Happy birthday! 🎂,,Birthday ,Positive
2023-03-18 00:30:56+00:00,1636887876234272770,@Grimezsz You rang? 😈,,Grimezsz ,Neutral
2023-03-17 23:29:38+00:00,1636872450892767235,@BillyM2k Haha I know quite a few of them,,This content is neutral.,undefined
2023-03-17 23:28:51+00:00,1636872251474583554,@BillyM2k Her limbic resonance skill is exceptional,,Limbic Resonance ,Positive
2023-03-17 22:07:17+00:00,1636851727545556993,@jfarchy @mburtonmetals @megacontango Bag holders literally,,Investing,Neutral
2023-03-17 22:05:29+00:00,1636851271612153858,https://t.co/AoIYifFivh,,This is not a valid social media content.,undefined
2023-03-17 21:58:02+00:00,1636849399421714433,"To meme the impossible meme 🎶 
To fight the unbeatable foe 🧌 
To bear with unbearable sorrow 😭
To run where the brave dare not go💨

To right, the un-rightable rong 😑 
To ♥️ pure and chaste from afar
To try when your arms are too weary 😮‍💨
To reach the unreachable ⭐️ 

This is…",,Courage,undefined
2023-03-17 21:26:43+00:00,1636841516328013824,@GRDecter 😂,,grdecter,Neutral
2023-03-17 21:18:53+00:00,1636839544719908866,@PeterDiamandis Heat death of the universe,,The Heat Death of the Universe ,Neutral
2023-03-17 21:16:06+00:00,1636838845894279168,"Our “algorithm” is overly complex &amp; not fully understood internally. People will discover many silly things , but we’ll patch issues as soon as they’re found!

We’re developing a simplified approach to serve more compelling tweets, but it’s still a work in progress. That’ll also…",,Developing an approach to serve compelling tweets,Positive
2023-03-17 21:01:39+00:00,1636835209587949570,Twitter will open source all code used to recommend tweets on March 31st,,Open source code,Neutral
2023-03-17 21:00:11+00:00,1636834841072222213,@Fresh_Dee96 @elefras7 Try it … you’ll like it … 💫 🛰️,,Trying something new,Positive
2023-03-17 09:51:16+00:00,1636666502119059464,@WorldAndScience And the tutorials are way too long!,,worldandscience tutorials,Neutral
2023-03-17 08:43:44+00:00,1636649506912575490,"@RichardGrenell @Twitter It will be made open source, but we’re finding so many bugs that those should be fixed first",,Open source software,Positive
2023-03-17 08:41:36+00:00,1636648970083598337,"@RichardGrenell @Twitter Go to your Followers tab if you only want to see their posts or make a List for specific accounts. 

The recommendation code is being cleaned up, so expect some oddness during this process. Debugging how ~200M posts are distilled down to ~200 is tricky.",,Debugging Posts ,Neutral
2023-03-17 06:18:40+00:00,1636612999879221248,@BillAckman @SecYellen @firstrepublic The inefficiency of the set of heterogeneous resource allocation databases we call money is astounding,,Resource Allocation ,Neutral
2023-03-16 23:51:48+00:00,1636515642307231744,@Timcast !!,,Timcast ,Neutral
2023-03-16 23:51:02+00:00,1636515448970698752,"@teslaownersSV SpaceX will be ready to launch Starship in a few weeks, then launch timing depends on FAA license approval. 

Assuming that takes a few weeks, first launch attempt will be near end of third week of April, aka …",,SpaceX and the launch of Starship,Neutral
2023-03-16 23:43:49+00:00,1636513630152695812,@Chad_Hurley Especially “social” media!,,Social Media ,Neutral
2023-03-16 23:39:56+00:00,1636512653295210497,@BillyM2k The Force is strong with inverse Cramer,,"Cramer""s Rule",Neutral
2023-03-16 22:02:08+00:00,1636488042960625673,@doc_gero Twitter can unfortunately send one down a negativity rathole at times. Good to take breaks.,,Taking Breaks,Positive
2023-03-16 21:41:16+00:00,1636482790249095168,@alex_avoigt 🧐,,The topic is Alex Avoigt and the sentiment is neutral.,undefined
2023-03-16 20:25:29+00:00,1636463718455189511,"@covid_clarity Not when they’re fed propaganda by adults. 

Moreover, every child goes through an identity crisis before their personality/identity crystallizes. 

Therefore, we shouldn’t allow severe, irreversible surgery or sterilizing drugs that they may regret until at least age 18.",," Effects of sterilizing drugs on children""s identity development",undefined
2023-03-16 20:18:09+00:00,1636461874655928329,@syndrome22q1 Hi 👋,,Social Interaction ,Neutral
2023-03-16 20:13:57+00:00,1636460815946489856,"@OfficialSPGB Wait, are you parody or not parody? I can’t tell.",,parody,Neutral
2023-03-16 19:52:33+00:00,1636455431680794625,"It’s exciting to see more &amp; more public figures engaging in active dialogue on this platform! 

Sure, people will say foolish things from time to time (myself especially), but that’s way better than silence or sanitized “press releases” that’re basically just boring propaganda.",,Dialogue between public figures on social media platforms ,undefined
2023-03-16 19:46:44+00:00,1636453969491836930,"Best way to fight misinformation is to respond with accurate information, not censorship",,Responding to misinformation ,Neutral
2023-03-16 19:41:37+00:00,1636452680900943880,"If other party is always wrong
And your party is always right
You are at least partly wrong",,Party ,Neutral
2023-03-16 19:33:19+00:00,1636450589713235969,"@KimDotcom While of course stressful at the time, your response video was epic 🤣",,Kim Dotcom ,Neutral
2023-03-16 19:14:19+00:00,1636445811172057104,@KimDotcom Your opinion of the US govt is (not unreasonably) negatively affected by a comically over-the-top swatting op,,Swatting,Negative
2023-03-16 17:50:09+00:00,1636424629395812352,*not terrible,,Undefined ,Negative
2023-03-16 17:40:24+00:00,1636422174935326720,@HowThingsWork_ Style,,How Things Work ,Neutral
2023-03-16 17:37:44+00:00,1636421504538738689,@Rainmaker1973 Larger vocabulary means better data compression – fewer words needed to express concepts – so higher data rate,,Data compression ,Neutral
2023-03-16 17:10:48+00:00,1636414725549592576,You’re terrible &amp; I love you,,Unspecified ,Neutral
2023-03-16 07:28:10+00:00,1636268101552537601,@Teslaconomics Looking fake is how you know it’s real these days,,Tesla Economics,Neutral
2023-03-16 07:12:32+00:00,1636264167681163264,"You can ring my bell, ring my bell",,Bell ringing ,Neutral
2023-03-16 06:28:48+00:00,1636253162423083009,Mis An Thropic Thunder,,Tropic Thunder ,Neutral
2023-03-16 06:18:18+00:00,1636250518887464961,@tegmark I agree!,,Max Tegmark ,Neutral
2023-03-16 00:29:27+00:00,1636162726140493825,"Microsoft fired their AI safety team?
https://t.co/bp5vde1clm",,Microsoft firing their AI safety team ,Negative
2023-03-15 19:57:25+00:00,1636094270607114245,@BillyM2k Nice,,Positive sentiment,undefined
2023-03-15 19:29:12+00:00,1636087168023121922,Starlink now offers global roaming,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/SpaceX/status/1636082103438934016', 'date': '2023-03-15T19:09:05+00:00', 'rawContent': 'Starlink now offers a global roaming option for customers traveling to locations where connectivity has been unreliable or completely unavailable → https://t.co/zQFh5qscts https://t.co/CKpsWVeDx4', 'renderedContent': 'Starlink now offers a global roaming option for customers traveling to locations where connectivity has been unreliable or completely unavailable → starlink.com/roam https://t.co/CKpsWVeDx4', 'id': 1636082103438934016, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'SpaceX', 'id': 34743251, 'displayname': 'SpaceX', 'rawDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'renderedDescription': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionLinks': None, 'verified': True, 'created': '2009-04-23T21:53:30+00:00', 'followersCount': 28683331, 'friendsCount': 100, 'statusesCount': 6739, 'favouritesCount': 410, 'listedCount': 39405, 'mediaCount': 2275, 'location': 'Hawthorne, CA', 'protected': False, 'link': {'_type': 'snscrape.modules.twitter.TextLink', 'text': 'spacex.com', 'url': 'http://www.spacex.com', 'tcourl': 'https://t.co/h50T0bSAeC', 'indices': [0, 23]}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/34743251/1677862631', 'label': None, 'description': 'SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft', 'descriptionUrls': None, 'linkTcourl': 'https://t.co/h50T0bSAeC', 'linkUrl': 'http://www.spacex.com', 'url': 'https://twitter.com/SpaceX'}, 'replyCount': 770, 'retweetCount': 1804, 'likeCount': 12070, 'quoteCount': 283, 'conversationId': 1636082103438934016, 'lang': 'en', 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'sourceUrl': 'https://mobile.twitter.com', 'sourceLabel': 'Twitter Web App', 'links': [{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'starlink.com/roam', 'url': 'http://starlink.com/roam', 'tcourl': 'https://t.co/zQFh5qscts', 'indices': [148, 171]}], 'media': [{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FrSHwHFagAAH0Mu?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FrSHwHFagAAH0Mu?format=jpg&name=orig', 'altText': None}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None, 'viewCount': 23946834, 'vibe': None, 'content': 'Starlink now offers a global roaming option for customers traveling to locations where connectivity has been unreliable or completely unavailable → https://t.co/zQFh5qscts https://t.co/CKpsWVeDx4', 'outlinks': ['http://starlink.com/roam'], 'outlinksss': 'http://starlink.com/roam', 'tcooutlinks': ['https://t.co/zQFh5qscts'], 'tcooutlinksss': 'https://t.co/zQFh5qscts', 'username': 'SpaceX'}",Starlink,Positive
2023-03-15 16:49:40+00:00,1636047019893481474,"@Carnage4Life I’m still confused as to how a non-profit to which I donated ~$100M somehow became a $30B market cap for-profit. If this is legal, why doesn’t everyone do it?",,Non-profit Donations,Neutral
2023-03-15 07:35:13+00:00,1635907488078807042,@RichardHanania That is a very real risk,,Richard Hanania,Neutral
2023-03-15 07:28:41+00:00,1635905842145894401,"@UpdatingOnRome Corporate wants to know the difference between these two photos:
– Middle-aged dudes at toga party
– Supreme leadership of Rome",,Photos of middle aged dudes at a toga party,undefined
2023-03-15 07:17:34+00:00,1635903046046580737,@UpdatingOnRome It’s basically a toga party – what’s the worst that could happen?,,Toga party,Neutral
2023-03-15 06:59:22+00:00,1635898464511852544,@charliekirk11 Not a peaceful protest at all,,Protest ,Positive
2023-03-15 06:09:00+00:00,1635885790776422400,@BeingAsifx @AutismCapital 💯,,Autism; Sentiment,undefined
2023-03-15 06:07:56+00:00,1635885523247017984,@AutismCapital Rewarding an AI for bias/deception is the path to a dystopian future,,Artificial Intelligence,Neutral
2023-03-15 05:48:10+00:00,1635880548823453699,@myth_pilot Is there a copy of the DOJ complaint online?,,DOJ complaint ,Neutral
2023-03-15 05:38:23+00:00,1635878087832289280,@ggreenwald @DrJMoneyPHD Interesting,, Unknown ,Neutral
2023-03-15 05:24:26+00:00,1635874573819191298,Funny cause it’s true https://t.co/FuIFx4Xuaq,,Humor/Comedy,Positive
2023-03-15 05:22:17+00:00,1635874035794956288,@DavidRozado Concerning,,David Rozado ,Neutral
2023-03-15 05:04:01+00:00,1635869435364794368,@thereal_truther @kevinnbass Interesting,,Kevinbass,Neutral
2023-03-15 03:49:56+00:00,1635850795173269506,@nowteslafy V11 starts going wide this weekend,,Tesla   Sentiment,undefined
2023-03-15 03:44:57+00:00,1635849541110099969,@minliangtan Transformers have limits,,Transformers; Sentiment,undefined
2023-03-15 03:40:19+00:00,1635848372073426946,@mckaywrigley Sigh,,Sighing,Neutral
2023-03-15 01:15:04+00:00,1635811818169044994,@CathieDWood Lot of current year similarities to 1929,,Similarities between current year and the past ,undefined
2023-03-14 23:31:29+00:00,1635785752423567360,@mckaywrigley @gdb Funnybot is funny,,Social media users,Positive
2023-03-14 23:27:39+00:00,1635784789658841088,@BillyM2k They are running out of dystopias,,Dystopias,Neutral
