Prompt,Output
bhai seedha movie hall mein aaoonga wahin milte hain pathaan,"['action,', 'movie', 'hall.']"
15 minutes asksrk thank u love spread fun saturday,[]
advance bookings open milne zaroor aana 25th jan book tickets pathaan https co kmalwzqfgx https co ghjzukqn1satdeepikapadukone atthejohnabraham siddharthanand atyrf https co ioxx1ky8rc,"['booking,', 'open,', 'advance.']"
lagori thank u wish luck win see u theatres love u,"['thank,', 'wish', 'love.']"
really treat work much fun,"['work,', 'fun', 'treat.']"
hope u enjoy thanks pathaan,"['hope', 'thanks', 'pathaan']"
little one liked jet pack sequence thinks might go another realm pathaan,"['like,', 'think,', 'pathaan.']"
nobody seen film yet except technicians working,"['work,', 'film', 'technicians.']"
yes cani become better time,"['improve', 'become', 'time']"
born delhi wintersmaybe thats,[]
gyaani antaryaami apart fine actor,"['fine,', 'actor,', 'gyaani.']"
would loved go watch busy work hope best luck india,"['love,', 'wish', 'best luck.']"
kyon sign karna hai agali film mein,"['film', 'mei', 'kaarna']"
making pizzas,"['making', 'pizza', 's']"
took 6 months think pathaan,"['think,', 'pathaan', 'took']"
lots youngsters assisted making film sweetest even working day night fun pathaan,"['assisted,', 'making,', 'pathaan.']"
small kids yes,"['small kids,', 'yes', 'kids.']"
arre mujhse hi itni mushkil se hua deepika helped lot ha ha pathaan,"['I am', 'am I', 'in the', 'of', 'a lot', 'much', 'with', 'by']"
yeah many actors team got us always warm train safety measure pathaan,"['action,', 'safety', 'pathaan.']"
ha ha sochta hoon ab apne ghar mein bhi aise hi entry kiya karoon,"['laugh', 'scoff', 'joke']"
keep lows,"['keep,', 'low,', 'sad.']"
finish ones hand decide months,"['finish,', 'decide,', 'months.']"
cant wait see match tomorrow,"[""can't wait"", 'tomorrow', 'match']"
lovely lasted maybe grow thematagin take break,"['lovely,', 'lasted,', 'maybe.']"
oh wow hadnt seen years always emotional moment salute,"['salute,', 'emotional', 'years.']"
10 minutes asksrk leave game pitthu lagori kids,"['leave,', 'game,', 'kids.']"
thank u sir u king massif u liked means lot love u,"['thank', 'u', 'love']"
sir woke started dancing naatu naatu celebrating win golden globes heres many awards amp making india proud,"['dancing', 'celebrating', 'making']"
thank friend atactorvijay thalapathy humble reason let meet delicious feast soon mikka nandri nanba idhanala dhaan neenga thalapathy koodiya viraivil oru arumaiyana virunthil santhipom love,"['thank,', 'humble', 'love.']"
thank u much mega power star atalwaysramcharan ur rrr team brings oscar india please let touch mee rrr team oscar ni intiki tecchinappudu okkasaari nannu daanini touch cheyyanivvandi love,"['thank,', 'u', 'mega.', 'Ata,']"
celebrate pathaan yrf50 big screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf,"['celebrate', 'pathaan', 'release', 'Tami Tulu Telugu']"
right vs wrong good vs evil two sides coin experience epic clash two brutal forces pathaantrailer hindi https co snperlr5p5telugu https co istxh0xdhltamil https co rb9kkdb0iw https co 1jjj65rtrs,"['right,', 'good,', 'evil.', 'Pathan', 'Hindi']"
unga pathaan ungala paaka ready pathaan tamil trailer ungalukkaga celebrate pathaan yrf50 big screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf https co xv5brcfj7w,"['action,', 'ready,', 'celebrate.', 'Pathaan']"
pathaan time aasannamaindi action ki siddham avvandi watch pathaantrailer telugu celebrate pathaan yrf50 big screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf https co dg5rx9xem2,"['celebrate,', 'release,', 'atthejohnabraham.']"
mehemaan nawaazi ke liye pathaan aa raha hai aur pataakhen bhi saath laa raha hai pathaantrailer releasing hindi tamil telugu 25th january 2023 atdeepikapadukone atthejohnabraham siddharthanand atyrf https co npbz0wfqjx,"['mehemaan nawaaz', 'pathaantraile', 'hindi tamil']"
celebrate pathaan yrf50 onlyat abig screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf,"['celebrate,', 'pathaan,', 'release.', 'Hindi Tamil Telugu']"
mission start aa raha hai pathaantrailer launching tomorrow 11 hindi https co snperlr5p5telugu https co istxh0xdhltamil https co rb9kkdb0iw https co p52xxvzt51,"['launch,', 'tomorrow,', '11.']"
celebrate pathaan yrf50 onlyat abig screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf,"['celebrate,', 'pathaan,', 'release.']"
mission find pathaantrailer drops tomorrow 11 hindi https co snperlr5p5telugu https co istxh0xdhltamil https co rb9kkdb0iw https co wpazybcecc,"['find', 'pathfinder drops tomorrow 11 hindi', '11 hindi', 'tomorrow', 'pathfinder']"
celebrate pathaan yrf50 big screen near 25th january releasing hindi tamil telugu atdeepikapadukone siddharthanand atyrf,"['celebrate,', 'pathaan,', 'release.']"
milte hai maidan par mazaa aayega atthejohnabraham pathaantrailer tomorrow 11 hindi https co snperlr5p5telugu https co istxh0xdhltamil https co rb9kkdb0iw https co zttdano7cr,"['tomorrow', 'tomorrow', '11', 'tomorrow', '11']"
celebrate pathaan yrf50 big screen near 25th january releasing hindi tamil telugu atdeepikapadukone atthejohnabraham siddharthanand atyrf,['Pathaan']
thank u waiting ab pathaan ki mehfil mein aa jao pathaantrailer tomorrow 11 hindi https co snperlr5p5telugu https co istxh0xdhltamil https co rb9kkdb0iw https co fmavte9fh8,"['waiting', 'tomorrow', '11']"
pathaan releasing theatres 25th jan hindi tamil amp telugu atthejohnabraham siddharthanand atyrf,"['release,', 'theatre,', 'tamil.']"
dearest atdeepikapadukone evolved screen every avatar possible always proud always wishing scale new heights happy birthday lots love https co ovq1rwmmc5,"['evolved', 'screen', 'scale']"
done lil one going call u lil amma bhatt kapoor,"['done,', 'lil one,', 'going.']"
going thanks asksrk love u happy year life,"['going,', 'thanks,', 'love.']"
bossman,"['bossmangirl,', 'sadly,', 'bossmangirl.']"
awesome awesome,[]
ab toh beta biwiyaan hi reply dengi tujhe,"['reply', 'dengi', 'tujhe']"
composed lovely song jawan atlee good fun,"['composed', 'lovely', 'jawan']"
inshaallah well soon fighter tough guy,"['inshAllah,', 'well', 'fighter.']"
nice unbelievable,"['nice,', 'unbelievable', 'awesome.']"
aisa hota hai,"['hot', 'aisa', 'hai']"
stay real u look mirror dont wish anybody bad believe u best leave rest https co oqik4uogkb,"['believe,', 'leave', 'rest.']"
beta badhon se aise baat nahi karte,"['beta,', 'badhon', 'kaarte.']"
pyaar beshumaar kamata hoon har din,"['love,', 'happy', 'beshima.']"
arre duggu inspiration body,"['inspiration,', 'body', 'arre.']"
koi baat nahi beta aap khade hi raho https co bwy6nncm4j,"['love,', 'happy', 'sad.']"
oh god people really deep purpose life purpose anything sorry deep thinker,"['deep,', 'purposeful,', 'life.']"
life long meet suresomedaysomewhere,"['life,', 'meet,', 'sure.']"
ha ha seriously pills https co jiwe5kw4mi,"['ha ha,', 'seriously,', 'pills.']"
could mean sweet amp romantic maybe senior amp respected maybe shah rukh,"['sweet', 'amp', 'respect']"
know pathaan releasing thats promotion enough na,"['know,', 'pathaan,', 'enough.']"
aur koi script suggestion,"['suggest,', 'recommendation,', 'hope.']"
pathaan interactive movie whenever want bhai come film use qr code ticket come film,"['pathaan,', 'interactive movie,', 'qr code ticket.']"
sweet quiet fed lovely dinner also,"['sweet', 'quiet', 'fed', 'lovely', 'dinner', 'also']"
haan tumne keh diya main abhi kar deta hoon producer keep planning making working offices aisa thodi hota hai,"['planning', 'working', 'producer']"
three different pizzas,"['three different pizzas,', 'pizza toppings,', 'three different types of pizza.']"
lots free time,"['free time', 'lots', 'time']"
kyonits get one free scheme mere bhai,"['free,', 'scheme,', 'mere bhai.']"
stand,"['stand,', 'love,', 'support.']"
instagram many pics people eat breakfastdessertsdinnerufff,"['instagram,', 'many pics,', 'breakfast.']"
atlamsrkian beta main itna famous hoon mujhe otp nahi aate vendors send goods ordertum apna dekh lo,"['order', 'send', 'goods']"
ataryansinhparma said inspired regular people achievers special ordinary,"['achieve,', 'special,', 'ordinary.']"
asksrk lets fun answers nothing serious begin year,"['ask,', 'lets,', 'begin.']"
realised 13yrs twitter fun u amp fan clubs loving much mixed good wishes suggestions memes edits expectations unsolicited advice amp unsavoury behaviourto u best wishes make good life real world pathan,"['realized,', '13yrs twitter fun u amp fan clubs loving much mixed good wishes suggestions memes edits expectations unsoliciited advice amp unsavoury behaviourto u best wishes make good life real world patha,', 'path.']"
